Sales,Buy,Duration,PageViews
0,No Buy,27,4
0,No Buy,22,4
0,No Buy,64,10
0,No Buy,21,10
1.99,Buy,33,12
0.99,Buy,8,4
0,No Buy,11,7
0.99,Buy,4,6
0.99,Buy,41,10
0,No Buy,2,3
0,No Buy,7,7
0,No Buy,7,17
0,No Buy,25,5
0,No Buy,5,6
0,No Buy,2,4
0.99,Buy,21,27
0.99,Buy,51,41
0.99,Buy,78,44
0.99,Buy,30,10
0.99,Buy,35,7
0.99,Buy,62,6
0.99,Buy,2,1071
0,No Buy,23,14
0.99,Buy,73,65
0.99,Buy,45,31
0.99,Buy,133,42
0.99,Buy,5,10
0.99,Buy,16,3
0,No Buy,11,6
0,No Buy,8,16
0,No Buy,14,30
0,No Buy,3,4
0,No Buy,1,3
0,No Buy,8,20
0,No Buy,1,2
0,No Buy,1,3
0,No Buy,1,3
0,No Buy,13,4
0,No Buy,17,23
0,No Buy,1,4
0,No Buy,41,27
0,No Buy,13,15
0.99,Buy,7,3
0.99,Buy,22,18
0,No Buy,1,4
0.99,Buy,148,52
0,No Buy,1,2
0,No Buy,68,30
0,No Buy,3,3
0,No Buy,8,9
0,No Buy,1,2
0,No Buy,6,7
0,No Buy,11,2
0.99,Buy,11,5
0,No Buy,46,35
0,No Buy,6,2
0,No Buy,67,38
0,No Buy,25,18
0,No Buy,23,23
0,No Buy,1,1
0.99,Buy,21,8
0,No Buy,19,7
0,No Buy,1,2
0,No Buy,1,2
0,No Buy,19,14
0,No Buy,1,1
0,No Buy,8,9
0,No Buy,14,4
0,No Buy,22,13
0,No Buy,2,4
0,No Buy,1,9
0,No Buy,1,4
0,No Buy,1,2
0,No Buy,1,4
0,No Buy,11,2
0,No Buy,8,10
0,No Buy,11,10
0,No Buy,21,15
0,No Buy,2,2
0,No Buy,1,3
0,No Buy,14,7
0,No Buy,1,4
0,No Buy,1,8
0,No Buy,1,6
0,No Buy,1,3
0,No Buy,53,31
0,No Buy,5,9
0,No Buy,40,21
0,No Buy,12,7
0,No Buy,1,2
0,No Buy,30,15
0,No Buy,39,10
0,No Buy,25,41
0,No Buy,43,21
0,No Buy,15,12
0,No Buy,7,5
0,No Buy,1,5
0,No Buy,8,9
0,No Buy,14,2
0,No Buy,6,3
0,No Buy,1,3
0,No Buy,3,2
0,No Buy,19,12
0,No Buy,4,3
0,No Buy,11,3
0,No Buy,36,10
0,No Buy,8,16
0,No Buy,5,6
0,No Buy,3,4
0,No Buy,3,3
0,No Buy,1,4
0,No Buy,1,4
0,No Buy,1,3
0,No Buy,3,13
0,No Buy,1,4
0,No Buy,13,6
0,No Buy,6,3
0,No Buy,12,10
0,No Buy,71,3
0,No Buy,17,12
0,No Buy,6,5
0,No Buy,1,3
0,No Buy,10,8
0,No Buy,30,7
0,No Buy,10,21
0,No Buy,8,20
0,No Buy,4,3
0,No Buy,5,4
0,No Buy,5,6
0,No Buy,11,5
0,No Buy,4,9
0,No Buy,1,3
0,No Buy,38,43
0,No Buy,15,21
0,No Buy,1,2
0,No Buy,2,3
0,No Buy,7,8
0,No Buy,1,4
0,No Buy,4,8
0,No Buy,1,3
0,No Buy,13,17
0,No Buy,6,10
0,No Buy,1,4
0,No Buy,5,14
0,No Buy,7,3
0,No Buy,12,11
0,No Buy,12,17
0,No Buy,2,5
0,No Buy,1,3
0,No Buy,8,5
0.99,Buy,14,3
0,No Buy,2,3
0.99,Buy,11,6
9.99,Buy,23,12
9.99,Buy,23,13
0.99,Buy,3,2
0.99,Buy,2,2
0.99,Buy,7,4
0.99,Buy,26,13
0,No Buy,1,2
0.99,Buy,2,2
0.99,Buy,18,6
0.99,Buy,10,3
0.99,Buy,21,8
0.99,Buy,41,8
0,No Buy,17,2
0.99,Buy,4,3
0.99,Buy,31,3
0.99,Buy,22,5
0,No Buy,1,2
0.99,Buy,6,3
0.99,Buy,16,7
0,No Buy,1,5
0,No Buy,15,13
0.99,Buy,3,2
0.99,Buy,1,3
0,No Buy,1,3
0,No Buy,1,4
0,No Buy,3,5
0,No Buy,2,7
0,No Buy,2,5
0,No Buy,1,4
0,No Buy,51,14
0,No Buy,4,4
0,No Buy,85,57
0.99,Buy,1,2
0,No Buy,5,6
0,No Buy,6,21
0,No Buy,2,4
0,No Buy,2,9
0,No Buy,4,11
0,No Buy,1,3
0,No Buy,1,3
0,No Buy,4,19
0,No Buy,13,14
0,No Buy,2,5
0,No Buy,8,12
0,No Buy,2,3
0,No Buy,1,3
0,No Buy,2,6
0,No Buy,3,15
0,No Buy,1,5
0,No Buy,3,5
0,No Buy,1,3
0,No Buy,48,27
0,No Buy,1,3
0,No Buy,4,6
0,No Buy,5,3
0,No Buy,1,3
0,No Buy,126,60
0,No Buy,1,3
0.99,Buy,64,25
0,No Buy,1,2
0,No Buy,2,3
0,No Buy,2,4
0.99,Buy,16,9
0.99,Buy,4,7
0,No Buy,2,3
0,No Buy,2,4
0,No Buy,40,22
0,No Buy,32,8
0,No Buy,2,3
0,No Buy,7,17
0,No Buy,21,9
0,No Buy,1,3
0,No Buy,15,10
0,No Buy,19,21
0,No Buy,1,2
0,No Buy,1,4
0,No Buy,1,3
0,No Buy,2,6
0,No Buy,17,7
0,No Buy,15,7
0,No Buy,11,5
0,No Buy,1,1
0,No Buy,2,3
0,No Buy,3,3
0,No Buy,20,5
0,No Buy,5,5
0,No Buy,13,13
0,No Buy,12,7
0,No Buy,1,3
0,No Buy,3,6
0,No Buy,11,10
0,No Buy,9,6
0,No Buy,3,7
0,No Buy,6,4
0,No Buy,1,4
0,No Buy,1,2
0,No Buy,1,3
0,No Buy,9,4
0,No Buy,1,3
0,No Buy,2,3
0,No Buy,2,3
0,No Buy,2,3
0,No Buy,4,4
0,No Buy,3,5
0,No Buy,9,5
0,No Buy,1,2
0,No Buy,7,2
0,No Buy,27,2
0,No Buy,38,12
0,No Buy,2,2
0,No Buy,35,47
0,No Buy,2,6
0,No Buy,3,2
0,No Buy,7,10
0,No Buy,7,6
0,No Buy,4,4
7.99,Buy,27,20
6.99,Buy,10,14
0,No Buy,18,10
0,No Buy,3,3
0,No Buy,1,2
0.99,Buy,2,2
11.99,Buy,13,19
0.99,Buy,1,2
0.99,Buy,18,9
0,No Buy,1,2
0.99,Buy,5,5
0,No Buy,29,6
0,No Buy,1,2
0,No Buy,25,5
0,No Buy,2,2
0,No Buy,6,8
0,No Buy,2,3
0,No Buy,4,2
0,No Buy,33,22
0,No Buy,6,7
0,No Buy,7,6
0,No Buy,56,21
0,No Buy,5,6
0,No Buy,10,6
0,No Buy,29,8
0,No Buy,6,2
0,No Buy,1,5
0,No Buy,3,7
0,No Buy,1,2
0,No Buy,13,7
0,No Buy,21,13
0,No Buy,2,2
0,No Buy,49,25
0,No Buy,23,17
0,No Buy,18,9
0,No Buy,1,2
0,No Buy,18,3
0.99,Buy,27,7
0,No Buy,1,2
0,No Buy,3,2
0,No Buy,5,6
0,No Buy,3,2
0,No Buy,29,1
0,No Buy,6,2
0.99,Buy,115,13
0.99,Buy,47,23
0,No Buy,28,4
0.99,Buy,260,23
0.99,Buy,10,14
0.99,Buy,22,27
0.99,Buy,19,17
0,No Buy,1,2
0,No Buy,7,9
0,No Buy,39,6
0,No Buy,16,14
0,No Buy,23,22
0,No Buy,7,6
0,No Buy,27,8
0,No Buy,3,4
0.99,Buy,11,11
0.99,Buy,4,6
0.99,Buy,1,3
0.99,Buy,32,9
0,No Buy,5,5
0,No Buy,28,22
0,No Buy,4,6
0,No Buy,4,3
0.99,Buy,14,7
0.99,Buy,1,4
0,No Buy,13,2
0,No Buy,1,2
0,No Buy,6,2
0,No Buy,2,3
0,No Buy,4,4
0,No Buy,1,2
0,No Buy,1,2
0,No Buy,7,3
0,No Buy,7,7
0,No Buy,1,5
0,No Buy,1,4
0,No Buy,5,12
0,No Buy,13,16
0,No Buy,43,19
0,No Buy,27,52
0,No Buy,4,10
0,No Buy,25,20
0,No Buy,1,5
0,No Buy,2,6
0,No Buy,13,19
0,No Buy,2,5
0,No Buy,1,3
0,No Buy,1,4
0,No Buy,1,8
0,No Buy,7,5
0,No Buy,1,5
0,No Buy,2,2
0,No Buy,30,15
0.99,Buy,23,15
0.99,Buy,6,6
0,No Buy,5,9
0,No Buy,8,21
0,No Buy,2,10
0,No Buy,2,6
0,No Buy,4,7
0,No Buy,2,3
0,No Buy,1,2
0,No Buy,5,9
0,No Buy,3,2
0,No Buy,10,17
0,No Buy,2,4
0,No Buy,3,7
0,No Buy,7,9
0,No Buy,17,5
0,No Buy,18,25
0,No Buy,3,7
0,No Buy,4,6
0,No Buy,1,1
0,No Buy,1,1
0,No Buy,6,5
0,No Buy,2,3
0,No Buy,5,5
0,No Buy,2,3
0.99,Buy,4,17
0,No Buy,5,3
0.99,Buy,1,3
0,No Buy,2,1
0.99,Buy,3,3
0.99,Buy,21,32
0.99,Buy,2,6
0,No Buy,20,13
0,No Buy,11,8
0.99,Buy,23,19
0,No Buy,47,3
0,No Buy,12,14
75,Buy,13,32
0,No Buy,1,3
0.99,Buy,14,9
50,Buy,50,76
0.99,Buy,12,16
0.99,Buy,13,26
0.99,Buy,29,5
0.99,Buy,10,6
0,No Buy,6,7
0,No Buy,4,4
0,No Buy,2,4
1549,Buy,18,38
0.99,Buy,38,7
0.99,Buy,18,7
0.99,Buy,68,10
0.99,Buy,10,11
0.99,Buy,17,11
0.99,Buy,31,13
0,No Buy,22,19
0,No Buy,18,12
0.99,Buy,2,4
0.99,Buy,16,16
0.99,Buy,14,21
0,No Buy,1,2
0.99,Buy,13,8
0.99,Buy,25,20
0.99,Buy,5,5
0.99,Buy,12,8
0,No Buy,9,10
0,No Buy,3,12
0.99,Buy,25,14
0.99,Buy,30,23
0.99,Buy,13,4
0,No Buy,4,5
0,No Buy,1,2
0,No Buy,2,7
0,No Buy,7,11
0,No Buy,1,2
0,No Buy,11,6
0,No Buy,3,3
0.99,Buy,16,11
0,No Buy,15,10
0,No Buy,11,12
0,No Buy,2,2
0,No Buy,1,3
0,No Buy,22,3
0,No Buy,3,4
0,No Buy,9,3
0,No Buy,22,5
0,No Buy,21,5
0,No Buy,4,2
0,No Buy,1,6
0,No Buy,1,4
0.99,Buy,11,7
0.99,Buy,32,7
0.99,Buy,7,4
0.99,Buy,19,5
0,No Buy,11,5
0.99,Buy,1,2
0,No Buy,4,3
0,No Buy,25,7
0,No Buy,12,4
0,No Buy,8,9
0,No Buy,6,7
0,No Buy,5,15
0,No Buy,1,6
0,No Buy,5,6
9.99,Buy,11,20
0,No Buy,4,4
0,No Buy,5,3
0,No Buy,11,7
0,No Buy,17,5
0,No Buy,7,5
0,No Buy,3,4
0,No Buy,2,2
0,No Buy,17,5
0,No Buy,25,20
0,No Buy,2,3
0,No Buy,2,2
0,No Buy,1,4
0,No Buy,11,4
0,No Buy,3,3
0.99,Buy,2,2
0.99,Buy,1,5
0,No Buy,29,2
0,No Buy,2,2
0,No Buy,14,14
0,No Buy,4,9
0,No Buy,1,2
0,No Buy,3,2
0,No Buy,5,4
0,No Buy,10,4
0,No Buy,8,8
0,No Buy,6,3
0.99,Buy,41,32
0,No Buy,2,3
0,No Buy,6,7
0,No Buy,10,5
0.99,Buy,1,2
0,No Buy,3,4
0,No Buy,4,5
0,No Buy,3,7
0,No Buy,8,8
0,No Buy,3,4
0,No Buy,4,6
0,No Buy,9,5
9.99,Buy,21,12
0.99,Buy,14,11
0,No Buy,1,3
0.99,Buy,28,26
0.99,Buy,6,11
0.99,Buy,16,3
0,No Buy,3,5
0,No Buy,4,6
0,No Buy,1,2
0,No Buy,2,4
0,No Buy,4,9
0,No Buy,21,39
0,No Buy,5,7
0,No Buy,9,9
0,No Buy,5,2
0,No Buy,27,9
0,No Buy,4,4
0,No Buy,2,3
0,No Buy,7,5
0,No Buy,10,4
0,No Buy,47,17
0,No Buy,2,11
0.99,Buy,26,27
5.94,Buy,10,12
0.99,Buy,8,5
0,No Buy,1,3
0.99,Buy,20,7
0.99,Buy,4,5
0,No Buy,14,6
0,No Buy,1,2
0,No Buy,32,3
0,No Buy,1,3
0,No Buy,23,19
0,No Buy,3,4
0,No Buy,8,10
0.99,Buy,12,7
0.99,Buy,36,12
0,No Buy,3,2
0.99,Buy,2,4
0.99,Buy,18,11
0.99,Buy,13,6
0.99,Buy,56,24
0.99,Buy,17,7
0,No Buy,3,4
9.99,Buy,7,7
0,No Buy,3,3
0.99,Buy,3,4
0.99,Buy,48,31
0.99,Buy,4,3
0.99,Buy,11,6
0.99,Buy,8,6
0.99,Buy,5,4
0.99,Buy,4,6
0.99,Buy,15,8
0.99,Buy,40,11
0,No Buy,1,2
0.99,Buy,12,8
0.99,Buy,3,2
0.99,Buy,5,3
0,No Buy,13,7
0,No Buy,9,5
0.99,Buy,27,7
0,No Buy,34,5
0,No Buy,14,4
0.99,Buy,5,5
0.99,Buy,11,10
0.99,Buy,2,2
0.99,Buy,48,26
0,No Buy,1,4
0,No Buy,1,10
0,No Buy,2,8
0,No Buy,1,5
0,No Buy,15,8
0,No Buy,3,2
0,No Buy,3,2
0,No Buy,14,11
0,No Buy,6,6
0.99,Buy,27,4
0,No Buy,7,3
0,No Buy,15,6
0,No Buy,50,57
0,No Buy,1,4
0,No Buy,68,39
0,No Buy,1,10
0.99,Buy,1,2
0,No Buy,1,4
0,No Buy,2,4
0,No Buy,3,3
0.99,Buy,17,9
0,No Buy,9,4
0,No Buy,11,9
0,No Buy,1,2
0,No Buy,1,2
0,No Buy,2,4
0,No Buy,2,4
0,No Buy,12,2
0,No Buy,6,9
0,No Buy,3,5
0,No Buy,83,48
0,No Buy,4,5
0,No Buy,36,25
0,No Buy,1,3
0,No Buy,19,5
0,No Buy,1,2
9.99,Buy,7,12
0,No Buy,44,33
0.99,Buy,51,15
0.99,Buy,16,10
0.99,Buy,9,4
0.99,Buy,20,8
0,No Buy,6,7
0,No Buy,25,26
9.99,Buy,16,17
0.99,Buy,55,27
0.99,Buy,2,6
0.99,Buy,28,6
0.99,Buy,53,11
0.99,Buy,11,5
0.99,Buy,8,6
0.99,Buy,147,60
0,No Buy,3,3
0,No Buy,18,5
0,No Buy,5,6
0,No Buy,8,12
0,No Buy,21,11
0,No Buy,6,3
0,No Buy,5,9
0,No Buy,19,12
0.99,Buy,7,8
0.99,Buy,13,10
0.99,Buy,25,12
0,No Buy,17,10
0.99,Buy,45,19
0.99,Buy,13,9
0,No Buy,5,7
0,No Buy,23,4
0,No Buy,2,4
0,No Buy,10,7
0,No Buy,2,2
0,No Buy,1,3
0,No Buy,2,2
0,No Buy,17,2
0,No Buy,9,7
0,No Buy,15,13
0,No Buy,13,3
0,No Buy,4,1
0,No Buy,4,9
0,No Buy,5,1
0,No Buy,3,5
0,No Buy,43,7
0,No Buy,9,6
0,No Buy,17,8
0,No Buy,69,10
0,No Buy,2,3
0,No Buy,31,8
0,No Buy,42,39
0,No Buy,2,3
0.99,Buy,4,5
0.99,Buy,34,10
0,No Buy,18,9
0,No Buy,6,10
0,No Buy,3,10
0,No Buy,14,5
0,No Buy,11,5
0,No Buy,1,2
0,No Buy,24,9
0,No Buy,2,3
0.99,Buy,21,12
0,No Buy,21,14
0.99,Buy,3,8
0.99,Buy,8,7
0,No Buy,22,11
0,No Buy,19,15
0,No Buy,17,8
0,No Buy,28,6
0,No Buy,4,7
0,No Buy,36,17
0,No Buy,15,3
0,No Buy,3,13
0,No Buy,1,3
0,No Buy,1,2
0.99,Buy,10,11
0.99,Buy,6,3
0,No Buy,1,6
0,No Buy,3,5
0.99,Buy,36,7
9,Buy,3,16
0,No Buy,1,3
0.99,Buy,17,6
0,No Buy,16,11
0,No Buy,7,1
0,No Buy,1,2
0,No Buy,2,10
0,No Buy,6,3
0,No Buy,16,2
0,No Buy,12,5
0,No Buy,14,13
0,No Buy,8,6
0.99,Buy,5,4
0,No Buy,63,39
0,No Buy,5,6
0,No Buy,2,3
0,No Buy,17,13
0.99,Buy,7,2
0,No Buy,6,3
0,No Buy,11,10
0.99,Buy,1,3
0,No Buy,16,8
0,No Buy,2,3
0,No Buy,1,2
0,No Buy,67,6
0,No Buy,49,26
0,No Buy,7,3
0,No Buy,15,12
0,No Buy,2,2
0,No Buy,14,3
0.99,Buy,9,3
0,No Buy,13,10
0.99,Buy,1,2
0.99,Buy,20,4
0,No Buy,8,6
0,No Buy,1,2
0,No Buy,10,9
0.99,Buy,2,2
0,No Buy,4,4
0,No Buy,17,8
0,No Buy,2,2
0,No Buy,10,7
0,No Buy,1,2
0,No Buy,2,3
0.99,Buy,17,4
0,No Buy,37,9
0,No Buy,10,6
0,No Buy,36,9
0.99,Buy,70,29
0,No Buy,55,23
0,No Buy,1,3
0.99,Buy,4,3
0,No Buy,9,4
7.99,Buy,2,9
0,No Buy,9,4
0.99,Buy,9,12
0,No Buy,6,8
0,No Buy,3,3
0,No Buy,1,2
14.99,Buy,7,14
25.95,Buy,1,2
0,No Buy,15,23
0,No Buy,15,7
0,No Buy,23,6
0,No Buy,2,3
0,No Buy,33,22
0.99,Buy,5,4
0,No Buy,25,8
11.99,Buy,2,16
0.99,Buy,32,7
0,No Buy,4,3
0,No Buy,3,3
0.99,Buy,17,17
0,No Buy,1,2
0,No Buy,1,2
0,No Buy,60,15
0.99,Buy,84,50
0.99,Buy,1,2
0.99,Buy,15,19
0.99,Buy,20,16
0,No Buy,4,14
0,No Buy,1,7
0,No Buy,7,9
0.99,Buy,6,7
0,No Buy,26,2
0,No Buy,6,2
0,No Buy,67,15
0,No Buy,20,7
9.99,Buy,8,11
1.99,Buy,29,3
0,No Buy,1,5
0,No Buy,11,10
0,No Buy,1,3
0,No Buy,14,13
0,No Buy,2,5
0,No Buy,1,5
0,No Buy,19,7
0,No Buy,22,10
0,No Buy,68,27
0,No Buy,2,3
0,No Buy,13,10
0,No Buy,43,14
0,No Buy,7,6
0,No Buy,3,4
0,No Buy,4,3
0,No Buy,8,4
0,No Buy,2,6
0,No Buy,1,3
0.99,Buy,34,17
0,No Buy,7,7
0.99,Buy,5,2
0.99,Buy,22,7
0.99,Buy,5,4
0.99,Buy,5,4
0,No Buy,1,3
0,No Buy,1,3
0,No Buy,3,8
0.99,Buy,2,2
0.99,Buy,76,46
0,No Buy,24,11
0.99,Buy,28,7
0,No Buy,24,13
0.99,Buy,64,31
0.99,Buy,28,5
0,No Buy,1,3
1.29,Buy,19,9
0.99,Buy,18,23
0,No Buy,3,7
0,No Buy,1,2
0.99,Buy,73,33
0,No Buy,1,3
0.99,Buy,1,2
0,No Buy,1,3
9.99,Buy,4,13
0.99,Buy,46,12
0,No Buy,6,2
0.99,Buy,5,17
0,No Buy,5,8
0,No Buy,9,10
0,No Buy,17,2
9.99,Buy,13,33
0,No Buy,5,3
9.99,Buy,4,12
0.99,Buy,11,10
0.99,Buy,14,7
0.99,Buy,21,16
0,No Buy,6,8
0.99,Buy,5,5
0,No Buy,2,5
0,No Buy,7,9
0,No Buy,40,15
0.99,Buy,3,3
0,No Buy,2,5
0.99,Buy,14,7
0,No Buy,2,2
0,No Buy,4,4
0,No Buy,1,4
0,No Buy,2,8
0.99,Buy,21,5
0,No Buy,1,3
0,No Buy,39,17
0,No Buy,1,3
0.99,Buy,6,4
0.99,Buy,8,13
0,No Buy,3,4
0,No Buy,6,2
0,No Buy,3,4
0,No Buy,11,8
0.99,Buy,68,20
0.99,Buy,10,14
0,No Buy,5,6
0,No Buy,3,2
11.99,Buy,18,29
0.99,Buy,48,29
0,No Buy,18,4
0,No Buy,1,3
0,No Buy,1,5
0.99,Buy,1,2
0,No Buy,4,9
0.99,Buy,1,2
0,No Buy,3,4
0,No Buy,5,4
0,No Buy,2,2
0.99,Buy,12,7
0.99,Buy,8,4
0,No Buy,2,3
0,No Buy,4,13
0,No Buy,2,8
0,No Buy,10,12
9.99,Buy,6,9
0,No Buy,1,6
0.99,Buy,2,3
0.99,Buy,4,8
0,No Buy,1,6
0.99,Buy,15,13
9.99,Buy,44,39
0,No Buy,38,22
79,Buy,7,14
0,No Buy,5,4
0.72,Buy,45,26
0.99,Buy,13,9
0.99,Buy,95,50
0.99,Buy,36,15
0,No Buy,22,27
0.99,Buy,7,7
0,No Buy,1,5
0,No Buy,17,2
0,No Buy,93,7
0,No Buy,13,2
0,No Buy,4,3
0,No Buy,26,3
0,No Buy,8,2
0,No Buy,38,3
0.99,Buy,25,2
0.99,Buy,23,2
0,No Buy,24,17
0,No Buy,7,2
0.99,Buy,24,3
0,No Buy,24,2
0,No Buy,22,2
0,No Buy,25,3
0,No Buy,8,2
0,No Buy,4,4
0,No Buy,24,7
0,No Buy,9,9
0,No Buy,2,2
0,No Buy,3,2
0,No Buy,1,5
0,No Buy,8,2
0,No Buy,23,6
0,No Buy,7,3
0,No Buy,38,7
0,No Buy,4,5
0,No Buy,14,19
0,No Buy,15,9
0,No Buy,3,4
0,No Buy,4,2
0,No Buy,13,6
0,No Buy,2,11
0,No Buy,17,2
0,No Buy,19,15
0,No Buy,2,7
0,No Buy,5,2
0,No Buy,1,4
0,No Buy,8,7
0,No Buy,21,26
0.99,Buy,37,23
0.99,Buy,11,10
0.99,Buy,94,58
0.99,Buy,8,3
0.99,Buy,39,9
0,No Buy,1,3
0,No Buy,11,12
0.99,Buy,19,25
0.99,Buy,10,9
0.99,Buy,62,46
0,No Buy,29,11
0,No Buy,4,5
0,No Buy,2,8
0,No Buy,1,5
0,No Buy,29,7
0,No Buy,1,1
0,No Buy,1,5
0.99,Buy,26,10
0,No Buy,8,3
0,No Buy,48,49
0,No Buy,44,49
0,No Buy,1,4
0,No Buy,6,14
0,No Buy,10,2
0.99,Buy,6,6
0,No Buy,72,42
0,No Buy,24,35
0,No Buy,1,2
0,No Buy,10,29
8.95,Buy,53,19
0,No Buy,11,33
0,No Buy,46,7
0,No Buy,12,5
0,No Buy,10,4
0,No Buy,1,2
0,No Buy,3,3
0,No Buy,2,5
0,No Buy,1,9
0,No Buy,2,8
0,No Buy,7,1
0.99,Buy,31,27
0,No Buy,53,23
0.99,Buy,39,16
0.99,Buy,23,25
0.99,Buy,34,7
0,No Buy,55,18
0,No Buy,85,35
0,No Buy,1,3
0,No Buy,16,12
0,No Buy,95,51
0.99,Buy,165,57
0.99,Buy,183,62
0,No Buy,8,4
0,No Buy,9,5
0,No Buy,16,6
0,No Buy,92,37
0.99,Buy,3,9
18.95,Buy,58,42
0,No Buy,9,9
0,No Buy,3,6
0,No Buy,1,1
0.99,Buy,1,2
0.99,Buy,20,11
0,No Buy,26,2
0,No Buy,3,7
0.99,Buy,4,3
0,No Buy,2,5
0,No Buy,15,9
0.99,Buy,21,24
0,No Buy,9,7
0.99,Buy,137,56
0.99,Buy,21,21
0,No Buy,1,5
0.99,Buy,49,30
0,No Buy,3,3
0,No Buy,52,41
0,No Buy,5,6
0.99,Buy,81,45
0,No Buy,4,6
0,No Buy,4,11
0.99,Buy,50,26
0.99,Buy,47,41
0.99,Buy,3,5
0,No Buy,2,5
0,No Buy,4,4
0,No Buy,4,6
0,No Buy,12,11
0.99,Buy,1,2
0.99,Buy,11,7
0.99,Buy,9,4
0.99,Buy,10,2
0.99,Buy,3,3
0.99,Buy,33,12
0.99,Buy,6,8
0,No Buy,2,3
0,No Buy,2,2
0,No Buy,1,3
0,No Buy,9,5
0,No Buy,2,4
0,No Buy,16,4
0,No Buy,40,16
0,No Buy,1,2
0,No Buy,1,2
0,No Buy,14,14
0,No Buy,7,10
0,No Buy,1,3
0,No Buy,7,15
0,No Buy,1,4
0,No Buy,16,4
0,No Buy,25,11
0.99,Buy,52,24
0,No Buy,5,7
0,No Buy,6,24
0,No Buy,3,9
0,No Buy,5,6
0,No Buy,1,13
0,No Buy,23,14
0,No Buy,1,7
0,No Buy,4,3
0,No Buy,1,2
0,No Buy,8,4
0,No Buy,20,16
0,No Buy,2,2
0,No Buy,14,14
0,No Buy,1,4
0,No Buy,2,6
0,No Buy,4,4
0,No Buy,2,3
0,No Buy,1,3
0,No Buy,5,3
0.99,Buy,14,5
0.99,Buy,119,50
1.99,Buy,6,10
0,No Buy,48,16
0,No Buy,27,4
0,No Buy,37,16
0.99,Buy,27,5
0,No Buy,5,5
0,No Buy,37,10
0,No Buy,2,2
0,No Buy,2,3
0,No Buy,39,15
0,No Buy,12,10
9,Buy,26,23
0.99,Buy,11,12
0,No Buy,40,11
0,No Buy,2,2
0,No Buy,11,7
0.99,Buy,31,31
0.99,Buy,5,4
0,No Buy,1,4
0,No Buy,16,3
0,No Buy,3,4
0.99,Buy,4,5
0.99,Buy,4,2
0.99,Buy,8,8
0,No Buy,3,5
0.99,Buy,2,2
0,No Buy,1,4
0.99,Buy,7,9
0.99,Buy,9,2
0.99,Buy,1,3
0.99,Buy,10,10
0,No Buy,1,2
0.99,Buy,63,19
0,No Buy,5,8
0,No Buy,1,2
0.99,Buy,12,14
0,No Buy,3,3
0,No Buy,4,3
0.99,Buy,35,10
0,No Buy,3,8
0,No Buy,2,2
0,No Buy,5,5
0,No Buy,8,5
0,No Buy,10,7
0,No Buy,7,9
0.99,Buy,7,3
0,No Buy,17,9
0,No Buy,7,5
0,No Buy,1,3
0,No Buy,28,3
0,No Buy,1,2
0.99,Buy,3,4
0,No Buy,43,12
0,No Buy,3,3
0.99,Buy,26,12
0,No Buy,15,8
0,No Buy,41,18
0.99,Buy,53,24
0,No Buy,12,8
0,No Buy,15,14
0.99,Buy,26,24
0,No Buy,22,14
0,No Buy,13,1
0,No Buy,19,12
0,No Buy,5,6
0,No Buy,2,8
0,No Buy,1,3
0,No Buy,6,4
0,No Buy,3,6
0,No Buy,19,30
0,No Buy,24,25
0,No Buy,39,48
0,No Buy,5,11
0,No Buy,4,7
0,No Buy,21,7
0,No Buy,6,7
0,No Buy,4,2
0,No Buy,24,8
0,No Buy,3,4
0,No Buy,4,6
0,No Buy,5,3
0,No Buy,32,27
0,No Buy,1,6
0.99,Buy,17,27
0.99,Buy,2,10
0,No Buy,37,4
0.99,Buy,41,11
0.99,Buy,9,3
0,No Buy,14,3
0,No Buy,15,1
0,No Buy,16,3
0.99,Buy,2,4
0,No Buy,8,3
0,No Buy,2,3
0,No Buy,32,10
0,No Buy,2,3
0,No Buy,5,4
0.99,Buy,30,13
0,No Buy,13,8
0.99,Buy,1,4
0.99,Buy,1,3
0.99,Buy,8,17
0,No Buy,44,26
0,No Buy,16,7
0.99,Buy,22,11
0,No Buy,10,7
0,No Buy,12,9
0,No Buy,2,4
0,No Buy,4,9
0,No Buy,1,3
0,No Buy,11,3
0,No Buy,3,17
0,No Buy,50,13
0,No Buy,14,4
0,No Buy,4,4
0,No Buy,52,24
0,No Buy,19,9
0,No Buy,44,21
0,No Buy,8,6
0,No Buy,85,26
0,No Buy,1,4
0,No Buy,4,3
0.99,Buy,7,7
0.99,Buy,6,5
0.99,Buy,1,5
0.99,Buy,13,16
0.99,Buy,15,19
0.99,Buy,34,27
0.99,Buy,5,6
0,No Buy,7,4
0,No Buy,14,3
0,No Buy,2,3
0.99,Buy,10,12
0.99,Buy,14,10
0.99,Buy,51,33
0.99,Buy,4,4
0.99,Buy,12,8
0.99,Buy,46,26
0.99,Buy,18,18
0,No Buy,17,3
0,No Buy,5,3
0,No Buy,2,7
0,No Buy,1,5
0,No Buy,2,6
0,No Buy,4,5
0,No Buy,19,18
0,No Buy,4,5
0,No Buy,71,19
0,No Buy,5,9
0,No Buy,1,4
0,No Buy,1,4
0,No Buy,3,7
0,No Buy,3,5
0,No Buy,1,1
0,No Buy,1,5
0,No Buy,1,4
0,No Buy,3,2
0,No Buy,4,4
0,No Buy,16,12
0,No Buy,10,8
0,No Buy,10,1
0,No Buy,10,7
0,No Buy,8,5
0,No Buy,40,21
0,No Buy,41,6
0,No Buy,1,7
0,No Buy,12,15
0,No Buy,30,7
